year,iso3c,neighbors
1974,AFG,"RUS, IRN, CHN, PAK"
1974,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1974,MNG,"RUS, CHN"
1974,TWN,
1974,PRK,"RUS, CHN, KOR"
1974,KOR,PRK
1974,JPN,
1974,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1974,BTN,"CHN, IND"
1974,PAK,"RUS, IRN, AFG, CHN, IND"
1974,BGD,"IND, MMR, NPL"
1974,MMR,"CHN, IND, BGD, THA, LAO"
1974,LKA,IND
1974,MDV,
1974,NPL,"CHN, IND, BGD"
1974,THA,"MMR, KHM, LAO, MYS"
1974,KHM,"THA, LAO, VNM"
1974,LAO,"CHN, MMR, THA, KHM, VNM"
1974,VNM,"KHM, LAO"
1974,MYS,"THA, SGP, IDN"
1974,SGP,"MYS, IDN"
1974,PHL,
1974,IDN,"MYS, SGP"
1974,AUS,
1974,NZL,
1974,FJI,
1975,USA,"CAN, MEX"
1975,CAN,USA
1975,BHS,
1975,CUB,
1975,HTI,DOM
1975,DOM,HTI
1975,JAM,
1975,TTO,VEN
1975,BRB,
1975,MEX,"USA, GTM"
1975,GTM,"MEX, HND, SLV"
1975,HND,"GTM, SLV, NIC"
1975,SLV,"GTM, HND, NIC"
1975,NIC,"HND, SLV, CRI"
1975,CRI,"NIC, PAN"
1975,PAN,"CRI, COL"
1975,COL,"PAN, VEN, ECU, PER, BRA"
1975,VEN,"TTO, COL, GUY, BRA"
1975,GUY,"VEN, BRA"
1975,ECU,"COL, PER"
1975,PER,"COL, ECU, BRA, BOL, CHL"
1975,BRA,"COL, VEN, GUY, PER, BOL, PRY, ARG, URY"
1975,BOL,"PER, BRA, PRY, CHL, ARG"
1975,PRY,"BRA, BOL, ARG"
1975,CHL,"PER, BOL, ARG"
1975,ARG,"BRA, BOL, PRY, CHL, URY"
1975,URY,"BRA, ARG"
1975,GBR,IRL
1975,IRL,GBR
1975,NLD,"BEL, DEU"
1975,BEL,"NLD, LUX, FRA, DEU"
1975,LUX,"BEL, FRA, DEU"
1975,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1975,CHE,"FRA, DEU, AUT, ITA"
1975,ESP,"FRA, PRT, MAR"
1975,PRT,ESP
1975,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1975,POL,RUS
1975,AUT,"CHE, DEU, HUN, ITA"
1975,HUN,"AUT, ROU, RUS"
1975,ITA,"FRA, CHE, AUT"
1975,MLT,
1975,ALB,GRC
1975,GRC,"ALB, BGR, TUR"
1975,CYP,
1975,BGR,"GRC, ROU, TUR"
1975,ROU,"HUN, BGR, RUS"
1975,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1975,FIN,"RUS, SWE, NOR"
1975,SWE,"FIN, NOR, DNK"
1975,NOR,"RUS, FIN, SWE"
1975,DNK,"DEU, SWE"
1975,ISL,
1975,GNB,"SEN, GIN"
1975,GNQ,"CMR, GAB"
1975,GMB,SEN
1975,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1975,SEN,"GNB, GMB, MLI, MRT, GIN"
1975,BEN,"NER, BFA, GHA, TGO, NGA"
1975,MRT,"MLI, SEN, MAR, DZA"
1975,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1975,CIV,"MLI, GIN, BFA, LBR, GHA"
1975,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1975,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1975,LBR,"CIV, GIN, SLE"
1975,SLE,"GIN, LBR"
1975,GHA,"BEN, CIV, BFA, TGO"
1975,TGO,"BEN, BFA, GHA"
1975,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
1975,NGA,"BEN, NER, CMR, TCD"
1975,GAB,"GNQ, CMR, COG"
1975,CAF,"CMR, TCD, COG, COD, SDN"
1975,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
1975,COG,"CMR, GAB, CAF, COD"
1975,COD,"CAF, COG, UGA, TZA, BDI, RWA, ZMB, SDN"
1975,UGA,"COD, KEN, TZA, RWA, SDN"
1975,KEN,"UGA, TZA, SOM, ETH, SDN"
1975,TZA,"COD, UGA, KEN, BDI, RWA, ZMB, MWI"
1975,BDI,"COD, TZA, RWA"
1975,RWA,"COD, UGA, TZA, BDI"
1975,SOM,"KEN, ETH"
1975,ETH,"KEN, SOM, SDN"
1975,ZMB,"COD, TZA, ZWE, MWI, BWA"
1975,ZWE,"ZMB, ZAF, BWA"
1975,MWI,"TZA, ZMB"
1975,ZAF,"ZWE, LSO, BWA, SWZ"
1975,LSO,ZAF
1975,BWA,"ZMB, ZWE, ZAF"
1975,SWZ,ZAF
1975,MDG,
1975,MUS,
1975,MAR,"ESP, MRT, DZA"
1975,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
1975,TUN,"DZA, LBY"
1975,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
1975,SDN,"CAF, TCD, COD, UGA, KEN, ETH, LBY, EGY"
1975,IRN,"RUS, TUR, IRQ, KWT, AFG, PAK"
1975,TUR,"GRC, BGR, RUS, IRN, IRQ, SYR"
1975,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
1975,EGY,"LBY, SDN, ISR"
1975,SYR,"TUR, IRQ, LBN, JOR, ISR"
1975,LBN,"SYR, ISR"
1975,JOR,"IRQ, SYR, ISR, SAU"
1975,ISR,"EGY, SYR, LBN, JOR, SAU"
1975,SAU,"IRQ, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
1975,KWT,"IRN, IRQ, SAU"
1975,BHR,"SAU, QAT"
1975,QAT,"SAU, BHR, ARE"
1975,ARE,"SAU, QAT, OMN"
1975,OMN,"SAU, ARE"
1975,AFG,"RUS, IRN, CHN, PAK"
1975,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1975,MNG,"RUS, CHN"
1975,TWN,
1975,PRK,"RUS, CHN, KOR"
1975,KOR,PRK
1975,JPN,
1975,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1975,BTN,"CHN, IND"
1975,PAK,"RUS, IRN, AFG, CHN, IND"
1975,BGD,"IND, MMR, NPL"
1975,MMR,"CHN, IND, BGD, THA, LAO"
1975,LKA,IND
1975,MDV,
1975,NPL,"CHN, IND, BGD"
1975,THA,"MMR, KHM, LAO, MYS"
1975,KHM,"THA, LAO, VNM"
1975,LAO,"CHN, MMR, THA, KHM, VNM"
1975,VNM,"KHM, LAO"
1975,MYS,"THA, SGP, IDN"
1975,SGP,"MYS, IDN"
1975,PHL,
1975,IDN,"MYS, SGP"
1975,AUS,
1975,NZL,
1975,FJI,
1976,USA,"CAN, MEX"
1976,CAN,USA
1976,BHS,
1976,CUB,
1976,HTI,DOM
1976,DOM,HTI
1976,JAM,
1976,TTO,VEN
1976,BRB,
1976,MEX,"USA, GTM"
1976,GTM,"MEX, HND, SLV"
1976,HND,"GTM, SLV, NIC"
1976,SLV,"GTM, HND, NIC"
1976,NIC,"HND, SLV, CRI"
1976,CRI,"NIC, PAN"
1976,PAN,"CRI, COL"
1976,COL,"PAN, VEN, ECU, PER, BRA"
1976,VEN,"TTO, COL, GUY, BRA"
1976,GUY,"VEN, SUR, BRA"
1976,SUR,"GUY, BRA"
1976,ECU,"COL, PER"
1976,PER,"COL, ECU, BRA, BOL, CHL"
1976,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1976,BOL,"PER, BRA, PRY, CHL, ARG"
1976,PRY,"BRA, BOL, ARG"
1976,CHL,"PER, BOL, ARG"
1976,ARG,"BRA, BOL, PRY, CHL, URY"
1976,URY,"BRA, ARG"
1976,GBR,IRL
1976,IRL,GBR
1976,NLD,"BEL, DEU"
1976,BEL,"NLD, LUX, FRA, DEU"
1976,LUX,"BEL, FRA, DEU"
1976,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1976,CHE,"FRA, DEU, AUT, ITA"
1976,ESP,"FRA, PRT, MAR"
1976,PRT,ESP
1976,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1976,POL,RUS
1976,AUT,"CHE, DEU, HUN, ITA"
1976,HUN,"AUT, ROU, RUS"
1976,ITA,"FRA, CHE, AUT"
1976,MLT,
1976,ALB,GRC
1976,GRC,"ALB, BGR, TUR"
1976,CYP,
1976,BGR,"GRC, ROU, TUR"
1976,ROU,"HUN, BGR, RUS"
1976,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1976,FIN,"RUS, SWE, NOR"
1976,SWE,"FIN, NOR, DNK"
1976,NOR,"RUS, FIN, SWE"
1976,DNK,"DEU, SWE"
1976,ISL,
1976,CPV,
1976,GNB,"SEN, GIN"
1976,GNQ,"CMR, GAB"
1976,GMB,SEN
1976,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1976,SEN,"GNB, GMB, MLI, MRT, GIN"
1976,BEN,"NER, BFA, GHA, TGO, NGA"
1976,MRT,"MLI, SEN, MAR, DZA"
1976,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1976,CIV,"MLI, GIN, BFA, LBR, GHA"
1976,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1976,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1976,LBR,"CIV, GIN, SLE"
1976,SLE,"GIN, LBR"
1976,GHA,"BEN, CIV, BFA, TGO"
1976,TGO,"BEN, BFA, GHA"
1976,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
1976,NGA,"BEN, NER, CMR, TCD"
1976,GAB,"GNQ, CMR, COG"
1976,CAF,"CMR, TCD, COG, COD, SDN"
1976,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
1976,COG,"CMR, GAB, CAF, COD, AGO"
1976,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
1976,UGA,"COD, KEN, TZA, RWA, SDN"
1976,KEN,"UGA, TZA, SOM, ETH, SDN"
1976,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
1976,BDI,"COD, TZA, RWA"
1976,RWA,"COD, UGA, TZA, BDI"
1976,SOM,"KEN, ETH"
1976,ETH,"KEN, SOM, SDN"
1976,AGO,"COG, COD, ZMB, BWA"
1976,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
1976,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, BWA"
1976,ZWE,"MOZ, ZMB, ZAF, BWA"
1976,MWI,"TZA, MOZ, ZMB"
1976,ZAF,"MOZ, ZWE, LSO, BWA, SWZ"
1976,LSO,ZAF
1976,BWA,"AGO, ZMB, ZWE, ZAF"
1976,SWZ,"MOZ, ZAF"
1976,MDG,
1976,COM,
1976,MUS,
1976,MAR,"ESP, MRT, DZA"
1976,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
1976,TUN,"DZA, LBY"
1976,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
1976,SDN,"CAF, TCD, COD, UGA, KEN, ETH, LBY, EGY"
1976,IRN,"RUS, TUR, IRQ, KWT, AFG, PAK"
1976,TUR,"GRC, BGR, RUS, IRN, IRQ, SYR"
1976,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
1976,EGY,"LBY, SDN, ISR"
1976,SYR,"TUR, IRQ, LBN, JOR, ISR"
1976,LBN,"SYR, ISR"
1976,JOR,"IRQ, SYR, ISR, SAU"
1976,ISR,"EGY, SYR, LBN, JOR, SAU"
1976,SAU,"IRQ, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
1976,KWT,"IRN, IRQ, SAU"
1976,BHR,"SAU, QAT"
1976,QAT,"SAU, BHR, ARE"
1976,ARE,"SAU, QAT, OMN"
1976,OMN,"SAU, ARE"
1976,AFG,"RUS, IRN, CHN, PAK"
1976,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1976,MNG,"RUS, CHN"
1976,TWN,
1976,PRK,"RUS, CHN, KOR"
1976,KOR,PRK
1976,JPN,
1976,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1976,BTN,"CHN, IND"
1976,PAK,"RUS, IRN, AFG, CHN, IND"
1976,BGD,"IND, MMR, NPL"
1976,MMR,"CHN, IND, BGD, THA, LAO"
1976,LKA,IND
1976,MDV,
1976,NPL,"CHN, IND, BGD"
1976,THA,"MMR, KHM, LAO, MYS"
1976,KHM,"THA, LAO"
1976,LAO,"CHN, MMR, THA, KHM"
1976,MYS,"THA, SGP, IDN"
1976,SGP,"MYS, IDN"
1976,PHL,
1976,IDN,"MYS, SGP, PNG"
1976,AUS,
1976,PNG,IDN
1976,NZL,
1976,FJI,
1977,USA,"CAN, MEX"
1977,CAN,USA
1977,BHS,
1977,CUB,
1977,HTI,DOM
1977,DOM,HTI
1977,JAM,
1977,TTO,VEN
1977,BRB,
1977,MEX,"USA, GTM"
1977,GTM,"MEX, HND, SLV"
1977,HND,"GTM, SLV, NIC"
1977,SLV,"GTM, HND, NIC"
1977,NIC,"HND, SLV, CRI"
1977,CRI,"NIC, PAN"
1977,PAN,"CRI, COL"
1977,COL,"PAN, VEN, ECU, PER, BRA"
1977,VEN,"TTO, COL, GUY, BRA"
1977,GUY,"VEN, SUR, BRA"
1977,SUR,"GUY, BRA"
1977,ECU,"COL, PER"
1977,PER,"COL, ECU, BRA, BOL, CHL"
1977,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1977,BOL,"PER, BRA, PRY, CHL, ARG"
1977,PRY,"BRA, BOL, ARG"
1977,CHL,"PER, BOL, ARG"
1977,ARG,"BRA, BOL, PRY, CHL, URY"
1977,URY,"BRA, ARG"
1977,GBR,IRL
1977,IRL,GBR
1977,NLD,"BEL, DEU"
1977,BEL,"NLD, LUX, FRA, DEU"
1977,LUX,"BEL, FRA, DEU"
1977,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1977,CHE,"FRA, DEU, AUT, ITA"
1977,ESP,"FRA, PRT, MAR"
1977,PRT,ESP
1977,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1977,POL,RUS
1977,AUT,"CHE, DEU, HUN, ITA"
1977,HUN,"AUT, ROU, RUS"
1977,ITA,"FRA, CHE, AUT"
1977,MLT,
1977,ALB,GRC
1977,GRC,"ALB, BGR, TUR"
1977,CYP,
1977,BGR,"GRC, ROU, TUR"
1977,ROU,"HUN, BGR, RUS"
1977,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1977,FIN,"RUS, SWE, NOR"
1977,SWE,"FIN, NOR, DNK"
1977,NOR,"RUS, FIN, SWE"
1977,DNK,"DEU, SWE"
1977,ISL,
1977,CPV,
1977,GNB,"SEN, GIN"
1977,GNQ,"CMR, GAB"
1977,GMB,SEN
1977,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1977,SEN,"GNB, GMB, MLI, MRT, GIN"
1977,BEN,"NER, BFA, GHA, TGO, NGA"
1977,MRT,"MLI, SEN, MAR, DZA"
1977,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1977,CIV,"MLI, GIN, BFA, LBR, GHA"
1977,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1977,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1977,LBR,"CIV, GIN, SLE"
1977,SLE,"GIN, LBR"
1977,GHA,"BEN, CIV, BFA, TGO"
1977,TGO,"BEN, BFA, GHA"
1977,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
1977,NGA,"BEN, NER, CMR, TCD"
1977,GAB,"GNQ, CMR, COG"
1977,CAF,"CMR, TCD, COG, COD, SDN"
1977,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
1977,COG,"CMR, GAB, CAF, COD, AGO"
1977,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
1977,UGA,"COD, KEN, TZA, RWA, SDN"
1977,KEN,"UGA, TZA, SOM, ETH, SDN"
1977,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
1977,BDI,"COD, TZA, RWA"
1977,RWA,"COD, UGA, TZA, BDI"
1977,SOM,"KEN, ETH"
1977,ETH,"KEN, SOM, SDN"
1977,AGO,"COG, COD, ZMB, BWA"
1977,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
1977,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, BWA"
1977,ZWE,"MOZ, ZMB, ZAF, BWA"
1977,MWI,"TZA, MOZ, ZMB"
1977,ZAF,"MOZ, ZWE, LSO, BWA, SWZ"
1977,LSO,ZAF
1977,BWA,"AGO, ZMB, ZWE, ZAF"
1977,SWZ,"MOZ, ZAF"
1977,MDG,
1977,COM,
1977,MUS,
1977,MAR,"ESP, MRT, DZA"
1977,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
1977,TUN,"DZA, LBY"
1977,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
1977,SDN,"CAF, TCD, COD, UGA, KEN, ETH, LBY, EGY"
1977,IRN,"RUS, TUR, IRQ, KWT, AFG, PAK"
1977,TUR,"GRC, BGR, RUS, IRN, IRQ, SYR"
1977,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
1977,EGY,"LBY, SDN, ISR"
1977,SYR,"TUR, IRQ, LBN, JOR, ISR"
1977,LBN,"SYR, ISR"
1977,JOR,"IRQ, SYR, ISR, SAU"
1977,ISR,"EGY, SYR, LBN, JOR, SAU"
1977,SAU,"IRQ, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
1977,KWT,"IRN, IRQ, SAU"
1977,BHR,"SAU, QAT"
1977,QAT,"SAU, BHR, ARE"
1977,ARE,"SAU, QAT, OMN"
1977,OMN,"SAU, ARE"
1977,AFG,"RUS, IRN, CHN, PAK"
1977,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1977,MNG,"RUS, CHN"
1977,TWN,
1977,PRK,"RUS, CHN, KOR"
1977,KOR,PRK
1977,JPN,
1977,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1977,BTN,"CHN, IND"
1977,PAK,"RUS, IRN, AFG, CHN, IND"
1977,BGD,"IND, MMR, NPL"
1977,MMR,"CHN, IND, BGD, THA, LAO"
1977,LKA,IND
1977,MDV,
1977,NPL,"CHN, IND, BGD"
1977,THA,"MMR, KHM, LAO, MYS"
1977,KHM,"THA, LAO"
1977,LAO,"CHN, MMR, THA, KHM"
1977,MYS,"THA, SGP, IDN"
1977,SGP,"MYS, IDN"
1977,PHL,
1977,IDN,"MYS, SGP, PNG"
1977,AUS,
1977,PNG,IDN
1977,NZL,
1977,FJI,
1978,USA,"CAN, MEX"
1978,CAN,USA
1978,BHS,
1978,CUB,
1978,HTI,DOM
1978,DOM,HTI
1978,JAM,
1978,TTO,VEN
1978,BRB,
1978,MEX,"USA, GTM"
1978,GTM,"MEX, HND, SLV"
1978,HND,"GTM, SLV, NIC"
1978,SLV,"GTM, HND, NIC"
1978,NIC,"HND, SLV, CRI"
1978,CRI,"NIC, PAN"
1978,PAN,"CRI, COL"
1978,COL,"PAN, VEN, ECU, PER, BRA"
1978,VEN,"TTO, COL, GUY, BRA"
1978,GUY,"VEN, SUR, BRA"
1978,SUR,"GUY, BRA"
1978,ECU,"COL, PER"
1978,PER,"COL, ECU, BRA, BOL, CHL"
1978,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1978,BOL,"PER, BRA, PRY, CHL, ARG"
1978,PRY,"BRA, BOL, ARG"
1978,CHL,"PER, BOL, ARG"
1978,ARG,"BRA, BOL, PRY, CHL, URY"
1978,URY,"BRA, ARG"
1978,GBR,IRL
1978,IRL,GBR
1978,NLD,"BEL, DEU"
1978,BEL,"NLD, LUX, FRA, DEU"
1978,LUX,"BEL, FRA, DEU"
1978,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1978,CHE,"FRA, DEU, AUT, ITA"
1978,ESP,"FRA, PRT, MAR"
1978,PRT,ESP
1978,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1978,POL,RUS
1978,AUT,"CHE, DEU, HUN, ITA"
1978,HUN,"AUT, ROU, RUS"
1978,ITA,"FRA, CHE, AUT"
1978,MLT,
1978,ALB,GRC
1978,GRC,"ALB, BGR, TUR"
1978,CYP,
1978,BGR,"GRC, ROU, TUR"
1978,ROU,"HUN, BGR, RUS"
1978,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1978,FIN,"RUS, SWE, NOR"
1978,SWE,"FIN, NOR, DNK"
1978,NOR,"RUS, FIN, SWE"
1978,DNK,"DEU, SWE"
1978,ISL,
1978,CPV,
1978,GNB,"SEN, GIN"
1978,GNQ,"CMR, GAB"
1978,GMB,SEN
1978,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1978,SEN,"GNB, GMB, MLI, MRT, GIN"
1978,BEN,"NER, BFA, GHA, TGO, NGA"
1978,MRT,"MLI, SEN, MAR, DZA"
1978,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1978,CIV,"MLI, GIN, BFA, LBR, GHA"
1978,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1978,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1978,LBR,"CIV, GIN, SLE"
1978,SLE,"GIN, LBR"
1978,GHA,"BEN, CIV, BFA, TGO"
1978,TGO,"BEN, BFA, GHA"
1978,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
1978,NGA,"BEN, NER, CMR, TCD"
1978,GAB,"GNQ, CMR, COG"
1978,CAF,"CMR, TCD, COG, COD, SDN"
1978,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
1978,COG,"CMR, GAB, CAF, COD, AGO"
1978,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
1978,UGA,"COD, KEN, TZA, RWA, SDN"
1978,KEN,"UGA, TZA, SOM, ETH, SDN"
1978,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
1978,BDI,"COD, TZA, RWA"
1978,RWA,"COD, UGA, TZA, BDI"
1978,SOM,"KEN, DJI, ETH"
1978,DJI,"SOM, ETH"
1978,ETH,"KEN, SOM, DJI, SDN"
1978,AGO,"COG, COD, ZMB, BWA"
1978,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
1978,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, BWA"
1978,ZWE,"MOZ, ZMB, ZAF, BWA"
1978,MWI,"TZA, MOZ, ZMB"
1978,ZAF,"MOZ, ZWE, LSO, BWA, SWZ"
1978,LSO,ZAF
1978,BWA,"AGO, ZMB, ZWE, ZAF"
1978,SWZ,"MOZ, ZAF"
1978,MDG,
1978,COM,
1978,MUS,
1978,MAR,"ESP, MRT, DZA"
1978,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
1978,TUN,"DZA, LBY"
1978,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
1978,SDN,"CAF, TCD, COD, UGA, KEN, ETH, LBY, EGY"
1978,IRN,"RUS, TUR, IRQ, KWT, AFG, PAK"
1978,TUR,"GRC, BGR, RUS, IRN, IRQ, SYR"
1978,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
1978,EGY,"LBY, SDN, ISR"
1978,SYR,"TUR, IRQ, LBN, JOR, ISR"
1978,LBN,"SYR, ISR"
1978,JOR,"IRQ, SYR, ISR, SAU"
1978,ISR,"EGY, SYR, LBN, JOR, SAU"
1978,SAU,"IRQ, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
1978,KWT,"IRN, IRQ, SAU"
1978,BHR,"SAU, QAT"
1978,QAT,"SAU, BHR, ARE"
1978,ARE,"SAU, QAT, OMN"
1978,OMN,"SAU, ARE"
1978,AFG,"RUS, IRN, CHN, PAK"
1978,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1978,MNG,"RUS, CHN"
1978,TWN,
1978,PRK,"RUS, CHN, KOR"
1978,KOR,PRK
1978,JPN,
1978,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1978,BTN,"CHN, IND"
1978,PAK,"RUS, IRN, AFG, CHN, IND"
1978,BGD,"IND, MMR, NPL"
1978,MMR,"CHN, IND, BGD, THA, LAO"
1978,LKA,IND
1978,MDV,
1978,NPL,"CHN, IND, BGD"
1978,THA,"MMR, KHM, LAO, MYS"
1978,KHM,"THA, LAO"
1978,LAO,"CHN, MMR, THA, KHM"
1978,MYS,"THA, SGP, IDN"
1978,SGP,"MYS, IDN"
1978,PHL,
1978,IDN,"MYS, SGP, PNG"
1978,AUS,
1978,PNG,IDN
1978,NZL,
1978,FJI,
1979,USA,"CAN, MEX"
1979,CAN,USA
1979,BHS,
1979,CUB,
1979,HTI,DOM
1979,DOM,HTI
1979,JAM,
1979,TTO,VEN
1979,BRB,
1979,MEX,"USA, GTM"
1979,GTM,"MEX, HND, SLV"
1979,HND,"GTM, SLV, NIC"
1979,SLV,"GTM, HND, NIC"
1979,NIC,"HND, SLV, CRI"
1979,CRI,"NIC, PAN"
1979,PAN,"CRI, COL"
1979,COL,"PAN, VEN, ECU, PER, BRA"
1979,VEN,"TTO, COL, GUY, BRA"
1979,GUY,"VEN, SUR, BRA"
1979,SUR,"GUY, BRA"
1979,ECU,"COL, PER"
1979,PER,"COL, ECU, BRA, BOL, CHL"
1979,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1979,BOL,"PER, BRA, PRY, CHL, ARG"
1979,PRY,"BRA, BOL, ARG"
1979,CHL,"PER, BOL, ARG"
1979,ARG,"BRA, BOL, PRY, CHL, URY"
1979,URY,"BRA, ARG"
1979,GBR,IRL
1979,IRL,GBR
1979,NLD,"BEL, DEU"
1979,BEL,"NLD, LUX, FRA, DEU"
1979,LUX,"BEL, FRA, DEU"
1979,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1979,CHE,"FRA, DEU, AUT, ITA"
1979,ESP,"FRA, PRT, MAR"
1979,PRT,ESP
1979,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1979,POL,RUS
1979,AUT,"CHE, DEU, HUN, ITA"
1979,HUN,"AUT, ROU, RUS"
1979,ITA,"FRA, CHE, AUT"
1979,MLT,
1979,ALB,GRC
1979,GRC,"ALB, BGR, TUR"
1979,CYP,
1979,BGR,"GRC, ROU, TUR"
1979,ROU,"HUN, BGR, RUS"
1979,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1979,FIN,"RUS, SWE, NOR"
1979,SWE,"FIN, NOR, DNK"
1979,NOR,"RUS, FIN, SWE"
1979,DNK,"DEU, SWE"
1979,ISL,
1979,CPV,
1979,GNB,"SEN, GIN"
1979,GNQ,"CMR, GAB"
1979,GMB,SEN
1979,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1979,SEN,"GNB, GMB, MLI, MRT, GIN"
1979,BEN,"NER, BFA, GHA, TGO, NGA"
1979,MRT,"MLI, SEN, MAR, DZA"
1979,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1979,CIV,"MLI, GIN, BFA, LBR, GHA"
1979,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1979,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1979,LBR,"CIV, GIN, SLE"
1979,SLE,"GIN, LBR"
1979,GHA,"BEN, CIV, BFA, TGO"
1979,TGO,"BEN, BFA, GHA"
